Algoritmo,F1_Macro,Precision_Macro,Recall_Macro,Accuracy,PR_AUC_Macro,Hiperparametros,Lista_Features,Dry_F1,Dry_Precision,Dry_Recall,Dry_PR_AUC,Wet_F1,Wet_Precision,Wet_Recall,Wet_PR_AUC
LR,0.9824273252844682,0.9826501710460169,0.9824293353705118,0.9824293353705118,0.9979589947746685,{'C': [1.0]},"['wav_detail_lvl5_std', 'NDSI', 'mfcc_var', 'wav_detail_lvl3_std', 'wav_detail_lvl4_std']",0.9822393822393822,0.9929742388758782,0.9717341482047365,0.9981366241636875,0.982615268329554,0.9723261032161555,0.9931245225362872,0.9979589947746685
LR,0.9824263713582599,0.9827550260610574,0.9824293353705118,0.9824293353705118,0.9980817338876463,{'C': [1.0]},"['spec_skew', 'mfcc_1', 'NDSI', 'spec_kurtosis', 'wav_detail_lvl3_std']",0.9821981424148607,0.9952941176470588,0.9694423223834988,0.9982407640749128,0.9826546003016591,0.9702159344750558,0.9954163483575248,0.9980817338876463
LR,0.9820462092048671,0.9821714612618503,0.9820473644003056,0.9820473644003056,0.9980096753625071,{'C': [1.0]},"['mfcc_mean', 'wav_detail_lvl5_std', 'wav_approx_std', 'spec_skew', 'mfcc_1', 'NDSI', 'spec_kurtosis', 'wav_detail_lvl3_std', 'wav_detail_lvl4_std']",0.9819021948402002,0.9899068322981367,0.974025974025974,0.9981686099227913,0.9821902235695339,0.9744360902255639,0.9900687547746372,0.9980096753625071
LR,0.9820457271746059,0.9822232575301134,0.9820473644003056,0.9820473644003056,0.9978727305164711,{'C': [1.0]},"['mfcc_mean', 'wav_detail_lvl5_std', 'wav_approx_std', 'mfcc_1', 'NDSI', 'wav_detail_lvl3_std']",0.9818742768993444,0.9914330218068536,0.972498090145149,0.9980586347400636,0.9822171774498676,0.9730134932533733,0.9915966386554622,0.9978727305164711
LR,0.9820457271746059,0.9822232575301134,0.9820473644003056,0.9820473644003056,0.9980310210204467,{'C': [1.0]},"['mfcc_mean', 'wav_approx_std', 'mfcc_1', 'NDSI', 'wav_detail_lvl3_std']",0.9818742768993444,0.9914330218068536,0.972498090145149,0.9982114162787874,0.9822171774498676,0.9730134932533733,0.9915966386554622,0.9980310210204467
LR,0.9820454547112698,0.9822525386045382,0.9820473644003056,0.9820473644003056,0.9977359881425355,{'C': [1.0]},"['wav_detail_lvl5_std', 'mfcc_1', 'NDSI', 'wav_detail_lvl4_std']",0.981860285604014,0.9921996879875195,0.9717341482047365,0.9979246428924855,0.9822306238185256,0.9723053892215568,0.9923605805958747,0.9977359881425355
LR,0.9820454547112698,0.9822525386045382,0.9820473644003056,0.9820473644003056,0.9980498736384963,{'C': [1.0]},"['mfcc_mean', 'mfcc_1', 'NDSI', 'wav_detail_lvl3_std']",0.981860285604014,0.9921996879875195,0.9717341482047365,0.9982322710878054,0.9822306238185256,0.9723053892215568,0.9923605805958747,0.9980498736384963
LR,0.9820454547112698,0.9822525386045382,0.9820473644003056,0.9820473644003056,0.9977373809874253,{'C': [1.0]},"['mfcc_mean', 'wav_detail_lvl5_std', 'mfcc_1', 'NDSI', 'wav_detail_lvl4_std']",0.981860285604014,0.9921996879875195,0.9717341482047365,0.9979264447972593,0.9822306238185256,0.9723053892215568,0.9923605805958747,0.9977373809874253
SGD,0.9820454547112698,0.9822525386045382,0.9820473644003056,0.9820473644003056,0.9979282279088001,"{'alpha': [0.001], 'penalty': ['l2']}","['wav_approx_std', 'mfcc_1', 'NDSI', 'wav_detail_lvl3_std', 'wav_detail_lvl4_std']",0.981860285604014,0.9921996879875195,0.9717341482047365,0.9981147352270983,0.9822306238185256,0.9723053892215568,0.9923605805958747,0.9979282279088001
LR,0.982045161279967,0.9822840760463378,0.9820473644003056,0.9820473644003056,0.997970326870361,{'C': [1.0]},"['wav_detail_lvl5_std', 'mfcc_1', 'NDSI', 'mfcc_var', 'wav_detail_lvl3_std']",0.9818462726921592,0.99296875,0.970970206264324,0.998143221277762,0.9822440498677748,0.9715994020926756,0.9931245225362872,0.997970326870361
LR,0.982045161279967,0.9822840760463378,0.9820473644003056,0.9820473644003056,0.9979731769361612,{'C': [1.0]},"['wav_detail_lvl5_std', 'wav_approx_std', 'mfcc_1', 'NDSI', 'mfcc_var', 'wav_detail_lvl3_std']",0.9818462726921592,0.99296875,0.970970206264324,0.9981448403374145,0.9822440498677748,0.9715994020926756,0.9931245225362872,0.9979731769361612
